title,pokemon_name,set_name,card_number,rarity_class,language,category,condition_std,is_graded,grading_company,numeric_grade,is_holo,is_full_art,is_v_card,is_ex_card,is_gx_card,is_promo,is_shadowless,is_1st_edition,is_rainbow,is_gold,price,currency,price_usd,price_tier_usd,seller_country,seller_listing_count,ships_worldwide,image_count,days_since_sold,sale_month,sale_year
Pokemon Card Skyridge Kakuna 70/144 E Series Pokemon TCG,Unknown,Unknown,70/144,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,3.38,GBP,4.6,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Card Skyridge E Series Mirage Stadium 132/144 WOTC,Unknown,Unknown,132/144,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,3.18,GBP,4.33,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Card Gym Challenge Sabrina's Haunter 55/132 WOTC Rare,Unknown,Unknown,55/132,Rare,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,5.05,GBP,6.87,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Card Gym Challenge Misty's Magikarp 88/132 WOTC Rare,Unknown,Unknown,88/132,Rare,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,3.84,GBP,5.22,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Card Gym Challenge Blaine's Growlithe 62/132 WOTC Rare,Unknown,Unknown,62/132,Rare,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,3.18,GBP,4.33,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Eevee Pokemon Centre Exclusive Old Maid Gem Mint 10 Ace Graded Card Perfect Subs,Eevee,Unknown,,Unknown,English,Single Cards,ACE 10,1,ACE,10.0,0,0,0,0,0,0,0,0,0,0,22.44,GBP,30.53,Uncommon,United Kingdom,2,0,3,4.0,5.0,2026.0
Pokemon Card Shining Gyarados (Secret Rare) 65/64 Neo Revelation Holo Eng-,Gyarados,Unknown,65/64,Rare,English,Single Cards,Very Good,0,,,1,0,0,0,0,0,0,0,0,0,555.0,EUR,650.85,Ultra Rare,Italy,1,0,6,4.0,5.0,2026.0
Pokemon Card - Charizard EX - Black Star Promo - SVP 074,Charizard,Unknown,,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,1,0,1,0,0,0,0,9.37,GBP,12.75,Uncommon,United Kingdom,3,0,5,4.0,5.0,2026.0
Pokemon Card Gym Challenge Koga's Arbok 25/132 WOTC Rare,Unknown,Unknown,25/132,Rare,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,8.82,GBP,12.0,Uncommon,United Kingdom,88,0,6,4.0,5.0,2026.0
Blastoise Classic 003 Mint 9 Ace Graded Pokemon Card 2023 Suicune EX Deck Holo,Blastoise,Unknown,,Unknown,English,Single Cards,ACE 9,1,ACE,9.0,1,0,0,1,0,0,0,0,0,0,30.0,GBP,40.81,Uncommon,United Kingdom,2,0,3,4.0,5.0,2026.0
Mega Froslass ex - Alt Art - 275/217 - Ascended Heroes - SIR Pokemon TCG Card,Froslass,Unknown,275/217,SIR,English,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,55.1,GBP,74.95,Rare,United Kingdom,26,0,2,4.0,5.0,2026.0
Pokemon Card Gym Challenge Sabrina's Mr. Mime 59/132 WOTC Rare,Unknown,Unknown,59/132,Rare,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,3.84,GBP,5.22,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Cyclizar ex - 159/191 - Surging Sparks - Double Rare Pokemon TCG Card,Unknown,SURGING SPARKS,159/191,RR,English,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,26,0,2,4.0,5.0,2026.0
Ace 9 Dondozo 207/198 SV1 EN Scarlet & Violet Illustration Rare Pokemon Card,Unknown,SV1,207/198,IR,English,Single Cards,ACE 9,1,ACE,9.0,0,0,0,0,0,0,0,0,0,0,17.99,GBP,24.47,Uncommon,United Kingdom,4,0,2,4.0,5.0,2026.0
Pokemon Card - Minun 7/97 - EX Dragon - Reverse Holo - Vintage Rare MP,Unknown,Unknown,7/97,Rare,English,Single Cards,Near Mint,0,,,1,0,0,1,0,0,0,0,0,0,9.75,GBP,13.26,Uncommon,United Kingdom,4,0,5,4.0,5.0,2026.0
E - Series Aquapolis Weakness Guard Pokemon Card 141/147 WOTC Vintage,Unknown,Unknown,141/147,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,5.5,GBP,7.48,Common,United Kingdom,4,0,2,4.0,5.0,2026.0
Mega Gengar ex 284/217 ASC Secret Rare NM/M ITALIAN Pokemon Card FULL ART HOLO🔥-,Gengar,Unknown,284/217,Rare,Italian,Single Cards,Near Mint,0,,,1,1,0,1,0,0,0,0,0,0,416.0,EUR,487.84,Ultra Rare,Italy,1,1,14,4.0,5.0,2026.0
1999 Pokemon Jpn Japanese Feraligatr Holo Neo Premium File CGC Grade 10 Card,Unknown,Unknown,,Unknown,Japanese,Single Cards,CGC,1,CGC,,1,0,0,0,0,0,0,0,0,0,82.0,GBP,111.54,Rare,United Kingdom,1,0,2,4.0,5.0,2026.0
Pokemon TCG Ludicolo 095/094 Holo Illustration Rare Phantasmal Flames Mint Card,Unknown,Unknown,095/094,IR,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,4.99,GBP,6.79,Common,United Kingdom,1,1,3,4.0,5.0,2026.0
Pokemon Card Gym Challenge Giovanni's Meowth 43/132 WOTC Rare,Meowth,Unknown,43/132,Rare,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,3.64,GBP,4.95,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Mega Froslass ex - 265/217 - Ascended Heroes - Mega Attack Rare Pokemon TCG Card,Froslass,Unknown,265/217,Rare,English,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,11.62,GBP,15.81,Uncommon,United Kingdom,26,0,2,4.0,5.0,2026.0
PSA 10 Mew & Mewtwo GX 165/150 csm2bc Excellent Secret Rare Chinese Pokemon Card-,Mewtwo,Unknown,165/150,Rare,Chinese,Single Cards,PSA 10,1,PSA,10.0,0,0,0,0,1,0,0,0,0,0,411.0,EUR,481.98,Ultra Rare,Italy,1,1,2,4.0,5.0,2026.0
Pokemon Card  Zorua AR 072/064 SV6a Night Wanderer Japanese NM,Unknown,SV6A,072/064,AR,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,3.18,GBP,4.33,Common,United Kingdom,14,0,2,4.0,5.0,2026.0
Pokemon Card Skyridge Stantler 102/144 E Series Pokemon TCG,Unknown,Unknown,102/144,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,3.18,GBP,4.33,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Mega Dragonite ex - 271/217 Ascended Heroes - Mega Attack Rare Pokemon TCG Card,Dragonite,Unknown,271/217,Rare,English,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,38.79,GBP,52.77,Rare,United Kingdom,26,0,2,4.0,5.0,2026.0
Pokemon Card Skyridge Delibird 49/144 E Series Pokemon TCG,Unknown,Unknown,49/144,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,10.69,GBP,14.54,Uncommon,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Card Gym Challenge Misty's Psyduck 90/132 WOTC Rare,Psyduck,Unknown,90/132,Rare,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,7.39,GBP,10.05,Uncommon,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Japanese 2001 Web Series 001 Ivysaur Ace Mint 9 Card!,Ivysaur,Unknown,,Unknown,Japanese,Single Cards,ACE 9,1,ACE,9.0,0,0,0,0,0,0,0,0,0,0,31.1,GBP,42.31,Uncommon,United Kingdom,7,0,2,4.0,5.0,2026.0
Team Rocket’s Meowth 109/098 Pokemon Card AR Art Rare Japanese NM,Meowth,TEAM ROCKET,109/098,AR,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,6.45,GBP,8.77,Common,United Kingdom,14,0,2,4.0,5.0,2026.0
Pokemon Card Skyridge Zubat 117/144 E Series Pokemon TCG,Unknown,Unknown,117/144,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,5.05,GBP,6.87,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Card Skyridge Poliwag 87/144 E Series Pokemon TCG,Unknown,Unknown,87/144,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,3.84,GBP,5.22,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Card Skyridge Weedle 115/144 E Series Pokemon TCG,Unknown,Unknown,115/144,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,14.0,GBP,19.04,Uncommon,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Jp 2018 Gx Ultra Shiny 168 Holo Alolan Vulpix Ace Mint 9 Card!,Vulpix,Unknown,,Unknown,English,Single Cards,ACE 9,1,ACE,9.0,1,0,0,0,1,0,0,0,0,0,13.49,GBP,18.35,Uncommon,United Kingdom,7,0,2,4.0,5.0,2026.0
Meowth Phantasmal Flames 106/094 Illustration Rare NM-M Pokemon Card,Meowth,Unknown,106/094,IR,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,24.46,GBP,33.27,Uncommon,United Kingdom,8,0,6,4.0,5.0,2026.0
Pokemon Card Skyridge Cleffa 48/144 E Series Pokemon TCG,Unknown,Unknown,48/144,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,6.98,GBP,9.49,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Card Skyridge Venonat 112/144 E Series Pokemon TCG,Unknown,Unknown,112/144,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,4.58,GBP,6.23,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Card Skyridge Kabutops 14/144 E Series Pokemon TCG,Unknown,Unknown,14/144,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,10.69,GBP,14.54,Uncommon,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Card EX Holon Phantoms Meowth 71/110,Meowth,Unknown,71/110,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,3.64,GBP,4.95,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Card Skyridge Omanyte 41/144 E Series Pokemon TCG,Unknown,Unknown,41/144,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,5.05,GBP,6.87,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Card Gym Challenge Misty's Dewgong 54/132 WOTC Rare,Unknown,Unknown,54/132,Rare,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,4.78,GBP,6.5,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Japanese 1999 Southern Island Promo 012 Butterfree Ace Mint 9 Card!,Butterfree,Unknown,,Unknown,Japanese,Single Cards,ACE 9,1,ACE,9.0,0,0,0,0,0,1,0,0,0,0,28.21,GBP,38.37,Uncommon,United Kingdom,7,0,2,4.0,5.0,2026.0
Graveler 37/62 Fossil Set mint Pokemon card combined postage,Unknown,FOSSIL,37/62,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,0.83,GBP,1.13,Budget,United Kingdom,3,0,2,4.0,5.0,2026.0
Pokemon Card Gym Challenge Misty's Wish 108/132 WOTC Rare,Unknown,Unknown,108/132,Rare,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,11.12,GBP,15.13,Uncommon,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Card Misty's Psyduck AR 071/063 SV9a Heat Wave Arena Korean,Psyduck,SV9A,071/063,AR,Korean,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,10.5,GBP,14.28,Uncommon,United Kingdom,8,0,6,4.0,5.0,2026.0
Budew - Alt Art - 221/217 - Ascended Heroes - Illustration Rare Pokemon Card,Unknown,Unknown,221/217,IR,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,10.81,GBP,14.7,Uncommon,United Kingdom,26,0,2,4.0,5.0,2026.0
Pokemon Japanese 2001 Vs Series 1st Edition Koga Forretress Ace Mint 9 Card!,Unknown,Unknown,,Unknown,Japanese,Single Cards,ACE 9,1,ACE,9.0,0,0,0,0,0,0,0,1,0,0,16.14,GBP,21.96,Uncommon,United Kingdom,7,0,2,4.0,5.0,2026.0
Pokemon Card Skyridge Electrode 36/144 E Series Pokemon TCG,Unknown,Unknown,36/144,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,5.51,GBP,7.5,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Japanese 2001 Vs Series 1st Edition Chuck Primeape Ace Mint 9 Card!,Unknown,Unknown,,Unknown,Japanese,Single Cards,ACE 9,1,ACE,9.0,0,0,0,0,0,0,0,1,0,0,33.98,GBP,46.22,Uncommon,United Kingdom,7,0,2,4.0,5.0,2026.0
Pokemon Card Skyridge Heracross 64/144 E Series Pokemon TCG,Unknown,Unknown,64/144,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,6.01,GBP,8.18,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Larry's Staraptor - 249/217 Ascended Heroes - Illustration Rare Pokemon TCG Card,Staraptor,Unknown,249/217,IR,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,4.78,GBP,6.5,Common,United Kingdom,26,0,2,4.0,5.0,2026.0
Pokemon Card Skyridge Sandshrew 92/144 E Series Pokemon TCG,Unknown,Unknown,92/144,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,7.89,GBP,10.73,Uncommon,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Japanese 2001 Vs Series 1st Edition Bruno Ursaring Ace Mint 9 Card!,Unknown,Unknown,,Unknown,Japanese,Single Cards,ACE 9,1,ACE,9.0,0,0,0,0,0,0,0,1,0,0,32.0,GBP,43.53,Uncommon,United Kingdom,7,0,2,4.0,5.0,2026.0
Pokemon Card Skyridge Venomoth 111/144 E Series Pokemon TCG,Unknown,Unknown,111/144,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,4.78,GBP,6.5,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Card Houndstone AR 073/063 Mega Symphonia M1S Japanese NM,Unknown,Unknown,073/063,AR,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,1,0,4,3.0,5.0,2026.0
PUMPKABOO 076/203 POKEMON CARD (EVOLVING SKIES SET) REVERSE HOLO,Unknown,EVOLVING SKIES,076/203,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,2,0,8,3.0,5.0,2026.0
Pokemon Moo-Moo Milk Neo Genesis #101/111 Common Card WOTC LP 2000 Vintage,Unknown,Unknown,101/111,Common,English,Single Cards,Lightly Played,0,,,0,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,10,0,2,3.0,5.0,2026.0
GALARIAN ARTICUNO 063/203POKEMON CARD (EVOLVING SKIES SET) HOLO,Articuno,EVOLVING SKIES,063/203,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,2,0,8,3.0,5.0,2026.0
Pokemon TCG Team Rockets Meowth Art Rare Card 203/182 Destined Rivals,Meowth,TEAM ROCKET,203/182,AR,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,11.62,GBP,15.81,Uncommon,United Kingdom,3,0,2,3.0,5.0,2026.0
S6a Evee Heroes 027/069 Raichu Rare Japanese Holo Pokemon Card-,Raichu,S6A,027/069,Rare,Japanese,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,3.0,5.0,2026.0
Rotom EX 126/094 Phantasmal Flames Special Illustration Rare Pokemon TCG Card,Rotom,Unknown,126/094,SIR,English,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,16.0,GBP,21.76,Uncommon,United Kingdom,1,0,2,3.0,5.0,2026.0
Mew EX 193/165 Scarlet and Violet 151 ACE 10 Gem Mint Full Art Pokemon Card,Mew,Unknown,193/165,Unknown,English,Single Cards,ACE 10,1,ACE,10.0,0,1,0,1,0,0,0,0,0,0,100.0,GBP,136.03,Rare,United Kingdom,2,0,2,3.0,5.0,2026.0
Hop’s Wooloo 170/159 Holo Full Art Journey Together Pokemon Card,Unknown,Unknown,170/159,Unknown,English,Single Cards,Near Mint,0,,,1,1,0,0,0,0,0,0,0,0,3.84,GBP,5.22,Common,United Kingdom,1,0,9,4.0,5.0,2026.0
Pokemon WOTC Card - Kangaskhan - Jungle Set - Non-Holo Rare - 21/64,Unknown,JUNGLE,21/64,Rare Holo,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,1.98,GBP,2.69,Common,United Kingdom,1,0,2,4.0,5.0,2026.0
Pokemon Card Skyridge Omastar 23/144 E Series Pokemon TCG,Unknown,Unknown,23/144,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,11.12,GBP,15.13,Uncommon,United Kingdom,88,0,6,4.0,5.0,2026.0
Mightyena - Alt - 243/217 - Ascended Heroes - Illustration Rare Pokemon TCG Card,Unknown,Unknown,243/217,IR,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,8.82,GBP,12.0,Uncommon,United Kingdom,26,0,2,4.0,5.0,2026.0
Froakie 086/083 M4 Ninja Spinner Art Rare AR Japanese Pokemon Card NM+ MINT,Unknown,Unknown,086/083,AR,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,6.69,GBP,9.1,Common,United Kingdom,8,0,2,4.0,5.0,2026.0
Pokemon Card Skyridge Girafarig 58/144 E Series Pokemon TCG,Unknown,Unknown,58/144,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,3.9,GBP,5.31,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Japanese Card Vileplume GX 003/049 Holo SM11b Dream League Sun Moon NM,Unknown,SM11B,003/049,Unknown,Japanese,Single Cards,Near Mint,0,,,1,0,0,0,1,0,0,0,0,0,1.99,GBP,2.71,Common,United Kingdom,4,0,4,4.0,5.0,2026.0
Pokemon Card Skyridge Wobbuffet 45/144 E Series Pokemon TCG,Unknown,Unknown,45/144,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,6.01,GBP,8.18,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Marill - Alt Art - 232/217 - Ascended Heroes - Illustration Rare Pokemon Card,Unknown,Unknown,232/217,IR,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,10.69,GBP,14.54,Uncommon,United Kingdom,26,0,2,4.0,5.0,2026.0
Pokemon Card Skyridge Eevee 54/144 E Series Pokemon TCG,Eevee,Unknown,54/144,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,17.73,GBP,24.12,Uncommon,United Kingdom,88,0,6,4.0,5.0,2026.0
Larvitar 63/100 | Common Stormfront | Pokemon Card | LP+,Unknown,Unknown,63/100,Common,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,2.39,GBP,3.25,Common,United Kingdom,4,1,2,4.0,5.0,2026.0
Pokemon Card Gym Heroes Minion of Team Rocket 113/132 WOTC,Unknown,TEAM ROCKET,113/132,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,5.52,GBP,7.51,Common,United Kingdom,88,0,7,4.0,5.0,2026.0
Pokemon Card Skyridge Sunkern 106/144 E Series Pokemon TCG,Unknown,Unknown,106/144,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,5.51,GBP,7.5,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Card Skyridge Golbat 60/144 E Series Pokemon TCG,Unknown,Unknown,60/144,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,16.73,GBP,22.76,Uncommon,United Kingdom,88,0,7,4.0,5.0,2026.0
Pokemon Japanese Card Azumarill Holo Vintage Neo Genesis NM,Unknown,Unknown,,Unknown,Japanese,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,4.78,GBP,6.5,Common,United Kingdom,4,0,5,4.0,5.0,2026.0
Pokemon Card Ex Ruby & Sapphire Reverse Holo E Series Lady Outing 83/109 WOTC,Unknown,Unknown,83/109,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,1,0,0,0,0,0,0,2.71,GBP,3.69,Common,United Kingdom,88,0,7,4.0,5.0,2026.0
Pokemon Card Skyridge Alakazam 2/144 E Series Pokemon TCG,Alakazam,Unknown,2/144,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,18.66,GBP,25.38,Uncommon,United Kingdom,88,0,6,4.0,5.0,2026.0
Mega Dragonite ex - 152/217 - Ascended Heroes - Double Rare Pokemon Card,Dragonite,Unknown,152/217,RR,English,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,4.33,GBP,5.89,Common,United Kingdom,26,0,2,4.0,5.0,2026.0
Pokemon Card - Temporal Forces - Pikachu 051/162 - 2026 Pokemon Day Promo,Pikachu,TEMPORAL FORCES,051/162,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,1,0,0,0,0,5.0,GBP,6.8,Common,United Kingdom,8,0,6,4.0,5.0,2026.0
Pokemon Card Gym Heroes Misty's Wrath 114/132 WOTC,Unknown,Unknown,114/132,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,4.58,GBP,6.23,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Japanese Card Hariyama 034/055 Holo EX Ruby & Sapphire Expansion Ex,Unknown,Unknown,034/055,Unknown,Japanese,Single Cards,Near Mint,0,,,1,0,0,1,0,0,0,0,0,0,3.99,GBP,5.43,Common,United Kingdom,4,0,5,4.0,5.0,2026.0
Pokemon Card Gym Heroes Erika's Dratini 42/132 WOTC,Unknown,Unknown,42/132,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,3.64,GBP,4.95,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon English Card Scizor Black Star Promo 33 WOTC 2001 Pokemon League NM,Unknown,Unknown,,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,1,0,0,0,0,11.62,GBP,15.81,Uncommon,United Kingdom,4,0,5,4.0,5.0,2026.0
Pokemon TCG Card Raihan GG65/GG70 Galarian Gallery Crown Zenith ERROR OC,Unknown,CROWN ZENITH,,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,3.7,GBP,5.03,Common,United Kingdom,3,0,2,4.0,5.0,2026.0
Pokemon Card Gym Heroes Lt. Surge's Pikachu 81/132 WOTC,Pikachu,Unknown,81/132,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,3.84,GBP,5.22,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Card Skyridge Piloswine 24/144 E Series Pokemon TCG,Unknown,Unknown,24/144,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,38.0,GBP,51.69,Rare,United Kingdom,88,0,6,4.0,5.0,2026.0
Haunter 6/62 Fossil Holo Pokemon Card WOTC,Unknown,FOSSIL,6/62,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,15.42,GBP,20.98,Uncommon,United Kingdom,4,0,2,3.0,5.0,2026.0
Pikachu XY95 Pokemon Card TCG XY Black Star Promo,Pikachu,XY95,,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,1,0,0,0,0,100.0,GBP,136.03,Rare,United Kingdom,1,0,3,2.0,5.0,2026.0
Stakataka GX - 088/150 - sm8b - JAP Japanese Pokemon card-,Unknown,SM8B,088/150,Unknown,Japanese,Single Cards,Very Good,0,,,0,0,0,0,1,0,0,0,0,0,1.0,EUR,1.17,Budget,Italy,2,1,2,3.0,5.0,2026.0
Parasect CHR 072/071 Dark Phantasma s10a Pokemon Card Japanese-,Unknown,S10A,072/071,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,1.5,EUR,1.76,Budget,Germany,114,1,2,3.0,5.0,2026.0
Pokemon Card Fossil Set Raichu 29/62 WOTC,Raichu,FOSSIL,29/62,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,5.05,GBP,6.87,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Professor Juniper 116/116 Plasma Freeze Full Art Holo Trainer Pokemon Card TCG,Unknown,Unknown,116/116,Unknown,English,Single Cards,Near Mint,0,,,1,1,0,0,0,0,0,0,0,0,55.55,GBP,75.56,Rare,United Kingdom,3,0,3,4.0,5.0,2026.0
Pokemon Mega Charizard Y Ex 294/217 ASC Ascended Heros Mega Hyper Rare Gold Card,Charizard,Unknown,294/217,HR,English,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,1,330.0,GBP,448.9,Ultra Rare,United Kingdom,1,0,18,4.0,5.0,2026.0
Team Rocket's Moltres ex - Full Art - 208/182 Destined Rival - Rare Pokemon Card,Moltres,TEAM ROCKET,208/182,Rare,English,Single Cards,Near Mint,0,,,0,1,0,1,0,0,0,0,0,0,5.51,GBP,7.5,Common,United Kingdom,26,0,2,4.0,5.0,2026.0
CHARIZARD POKEMON #013 2025 INFERNO X HOLO CARD JAPANESE-,Charizard,INFERNO X,,Unknown,Japanese,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,3.51,EUR,4.12,Common,Germany,8,0,2,4.0,5.0,2026.0
Pokemon Card Gym Heroes Brock's Sandslash 23/132 WOTC,Unknown,Unknown,23/132,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,7.38,GBP,10.04,Uncommon,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Card Fossil Set Lapras 25/62 WOTC,Lapras,FOSSIL,25/62,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,5.05,GBP,6.87,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
LUGIA POKEMON #325/S-P 2022 SWORD & SHIELD PROMO CARD JAPANESE-,Lugia,Unknown,,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,1,0,0,0,0,33.5,EUR,39.29,Uncommon,Germany,8,0,2,4.0,5.0,2026.0
